Facility Name,CMS Certification Number (CCN),Alternate CCN,Address,City,State,Zip Code,Network,Measure Name,Mineral Metabolism Measure Score,Mineral Metabolism Reason for No Score (See Footnotes File),State Average Mineral Metabolism Measure Score,National Average Mineral Metabolism Measure Score
DAVITA-KENNETH HAHN PLAZA DIALYSIS CENTER,052858,-,11854 S. WILMINGTON  AVENUE,LOS ANGELES,CA,90059,18,MINERAL METABOLISM,10,-,9,9
DAVITA-WEST GLENDALE DIALYSIS,052859,-,1427 S. GLENDALE AVENUE,GLENDALE,CA,91205,18,MINERAL METABOLISM,10,-,9,9
FMC-DIALYSIS SERVICES CHANNEL ISLANDS,052860,-,"2679 S. SAVIERS ROAD, SUITE B",OXNARD,CA,93033,18,MINERAL METABOLISM,10,-,9,9
FMC-SOUTH ORANGE COUNTY,052861,-,"2020 E. FIRST STREET, SUITE 100",SANTA ANA,CA,92705,18,MINERAL METABOLISM,10,-,9,9
FMC-NORTH ORANGE COUNTY,052862,-,"511 N. BROOKHURST STREET, SUITE 100",ANAHEIM,CA,92801,18,MINERAL METABOLISM,10,-,9,9
FMC-RAI-NORTH RIVERSIDE-RIALTO,052863,-,"1850 N. RIVERSIDE AVENUE, SUITE 150",RIALTO,CA,92376,18,MINERAL METABOLISM,10,-,9,9
FMC-SAN YSIDRO DIALYSIS CENTER,052864,-,3010 DEL SOL BLVD.,SAN DIEGO,CA,92154,18,MINERAL METABOLISM,10,-,9,9
DAVITA-CENTURY CITY DIALYSIS CENTER (ADULT),052865,-,10630 SANTA MONICA BLVD.,LOS ANGELES,CA,90025,18,MINERAL METABOLISM,7,-,9,9
DAVITA-SAN YSIDRO DIALYSIS,052866,-,"1445 30TH STREET, SUITE A",SAN DIEGO,CA,92154,18,MINERAL METABOLISM,10,-,9,9
EAST PALMDALE DIALYSIS CENTER,052867,-,2710 E. PALMDALE BLVD.,PALMDALE,CA,93550,18,MINERAL METABOLISM,9,-,9,9
"QUEENS DIALYSIS UNIT, INC.",052868,-,"1135 S. SUNSET AVENUE, SUITE 103",WEST COVINA,CA,91790,18,MINERAL METABOLISM,9,-,9,9
DAVITA-PALMDALE REGIONAL DIALYSIS,052869,-,1643 E. PALMDALE BLVD.,PALMDALE,CA,93550,18,MINERAL METABOLISM,10,-,9,9
SATELLITE DIALYSIS SUNNYVALE,052870,-,155 NORTH WOLFE RD,SUNNYVALE,CA,94086,17,MINERAL METABOLISM,10,-,9,9
DAVITA CENTRAL COAST KIDNEY CENTER,052871,-,2263 S. DEPOT STREET,SANTA MARIA,CA,93455,18,MINERAL METABOLISM,10,-,9,9
FLORENCE DIALYSIS CENTER,052872,-,351 W. FLORENCE AVENUE,LOS ANGELES,CA,90003,18,MINERAL METABOLISM,10,-,9,9
DAVITA-DIALYSIS CENTER OF THOUSAND OAKS,052873,-,"375 ROLLING OAKS DRIVE, SUITE 100",THOUSAND OAKS,CA,91361,18,MINERAL METABOLISM,10,-,9,9
SATELLITE HEALTHCARE SOUTH SAN FRANCISCO,052874,-,205 KENWOOD WAY,SOUTH SAN FRANCISCO,CA,94080,17,MINERAL METABOLISM,10,-,9,9
U.S. RENAL CAREPARTNERS OF LOS ANGELES,052875,-,"9808 VENICE BLVD., SUITE 200",CULVER CITY,CA,90232,18,MINERAL METABOLISM,10,-,9,9
OROVILLE DIALYSIS CLINIC,052876,-,3012 OLIVE HIGHWAY,OROVILLE,CA,95966,17,MINERAL METABOLISM,10,-,9,9
YUBA SUTTER DIALYSIS,052877,-,2115 EAST ONSTOTT ROAD,YUBA CITY,CA,95991,17,MINERAL METABOLISM,10,-,9,9
FMC-SAN BERNARDINO,052878,-,"636 E. BRIER DRIVE, SUITE 150",SAN BERNARDINO,CA,92408,18,MINERAL METABOLISM,9,-,9,9
HACIENDA DIALYSIS CENTER,052879,-,"2020 S. HACIENDA BLVD., SUITE G",HACIENDA HEIGHTS,CA,91745,18,MINERAL METABOLISM,9,-,9,9
FMC-BELLFLOWER,052880,-,10116 ROSECRANS AVENUE,BELLFLOWER,CA,90706,18,MINERAL METABOLISM,10,-,9,9
NEWPORT BEACH DIALYSIS,052881,-,"3333 W. COAST HIGHWAY, SUITE 101",NEWPORT BEACH,CA,92663,18,MINERAL METABOLISM,10,-,9,9
FMC-WEST LOS ANGELES,052882,-,"301 N. PRAIRIE AVENUE, SUITE 100",INGLEWOOD,CA,90301,18,MINERAL METABOLISM,10,-,9,9
DAVITA-SAN DIEGO EAST,052883,-,"292 EUCLID AVENUE, SUITE 100",SAN DIEGO,CA,92114,18,MINERAL METABOLISM,8,-,9,9
WHITTIER KIDNEY DIALYSIS CENTER,052884,-,16417 E. WHITTIER BLVD.,WHITTIER,CA,90603,18,MINERAL METABOLISM,10,-,9,9
FMC-DIALYSIS SERVICES OF PARADISE,052885,-,6919 PARADISE VALLEY ROAD,SAN DIEGO,CA,92139,18,MINERAL METABOLISM,10,-,9,9
FMC-DIALYSIS SERVICES OF COLLEGE,052886,-,"4660 EL CAJON BLVD., SUITE 110",SAN DIEGO,CA,92115,18,MINERAL METABOLISM,10,-,9,9
SATELLITE DIALYSIS WINDSOR,052887,-,"8911 LAKEWOOD DRIVE, STE.16",WINDSOR,CA,95492,17,MINERAL METABOLISM,9,-,9,9
PARKWAY KIDNEY CENTER,052888,-,"2200 PLAZA PARKWAY,  SUITE B1-B4",MODESTO,CA,95350,17,MINERAL METABOLISM,10,-,9,9
FMC-NORTH LONG BEACH,052889,-,145 W. VICTORIA STREET,LONG BEACH,CA,90805,18,MINERAL METABOLISM,No Score,1,9,9
FMC-ANTELOPE VALLEY,052890,-,"44950 VALLEY CENTRAL WAY, SUITE 108",LANCASTER,CA,93536,18,MINERAL METABOLISM,9,-,9,9
WELLBOUND OF SAN JOSE LLC,052891,-,1525 MERIDIAN AVENUE SUITE 101,SAN JOSE,CA,95125,17,MINERAL METABOLISM,7,-,9,9
SOLEDAD DIALYSIS CENTER,052892,-,901 LOS COCHES DRIVE,SOLEDAD,CA,93960,17,MINERAL METABOLISM,6,-,9,9
"TEMPLE CITY DIALYSIS FACILITY, INC.",052893,-,9945 LOWER AZUSA ROAD,TEMPLE CITY,CA,91780,18,MINERAL METABOLISM,10,-,9,9
FMC-RAI-MONROE-INDIO,052894,-,"46-767 MONROE STREET, SUITE 101",INDIO,CA,92201,18,MINERAL METABOLISM,10,-,9,9
DAVITA-LAKE ELSINORE DIALYSIS CENTER,052895,-,32291 MISSION TRAIL,LAKE ELSINORE,CA,92530,18,MINERAL METABOLISM,10,-,9,9
DAVITA-CERRITOS DIALYSIS,052896,-,"19222 PIONEER BLVD., SUITE 101",CERRITOS,CA,90703,18,MINERAL METABOLISM,9,-,9,9
DAVITA-TUSTIN DIALYSIS CENTER,052897,-,"2090 N. TUSTIN AVENUE, SUITE 100",SANTA ANA,CA,92705,18,MINERAL METABOLISM,10,-,9,9
FMC-RAI-LAGUNA CANYON-IRVINE,052898,-,16255 LAGUNA CANYON ROAD,IRVINE,CA,92618,18,MINERAL METABOLISM,10,-,9,9
U.S. RENAL CARE LOS ANGELES DIALYSIS,052899,-,"1125 W. 6TH STREET, SUITE 101",LOS ANGELES,CA,90017,18,MINERAL METABOLISM,9,-,9,9
PEDIATRIC DIALYSIS UNIT AT UCSF,053501,-,"1825 4TH STREET, ROOM M5209 BOX",SAN FRANCISCO,CA,94143,17,MINERAL METABOLISM,No Score,1,9,9
KAWEAH DELTA DIALYSIS FACILITY,053506,050057,5040 W. TULARE AVENUE,VISALIA,CA,93277,18,MINERAL METABOLISM,10,-,9,9
MEE MEMORIAL HOSPITAL-DIALYSIS,053521,050189,809 BROADWAY SUITE A,KING CITY,CA,93930,17,MINERAL METABOLISM,10,-,9,9
UC CHRONIC DIALYSIS/MT. ZION,053523,-,1675 SCOTT STREET,SAN FRANCISCO,CA,94115,17,MINERAL METABOLISM,No Score,1,9,9
COMMUNITY DIALYSIS CENTER - CLOVIS,053524,-,685 MEDICAL CENTER DR.  WEST #105X,CLOVIS,CA,93611,17,MINERAL METABOLISM,10,-,9,9
COMMUNITY DIALYSIS CENTER,053525,-,285 NORTH FRESNO STREET,FRESNO,CA,93701,17,MINERAL METABOLISM,10,-,9,9
SAN JOAQUIN GENERAL HOSPITAL,053526,050167,7783 SOUTH FREEDOM ROAD,FRENCH CAMP,CA,95231,17,MINERAL METABOLISM,10,-,9,9
ST. JOSEPH HOSPITAL DIALYSIS CENTER-SANTA ANA,053527,052402,"2212 E. 4TH STREET, SUITE 101",SANTA ANA,CA,92705,18,MINERAL METABOLISM,10,-,9,9
060024 UNIVERSITY OF CO HOSPITAL - HOME DIALYSIS,062303,060024,12605 E. 16TH AVE,AURORA,CO,80045,15,MINERAL METABOLISM,2,-,8,9
063301 THE CHILDRENS HOSPITAL KIDNEY CTR.,062311,063301,13123 E 16TH AVE #328,AURORA,CO,80045,15,MINERAL METABOLISM,No Score,1,8,9
061322 HEART OF THE ROCKIES REGIONAL DIALYSIS CENTER,062315,061322,1000 RUSH DRIVE,SALIDA,CO,81201,15,MINERAL METABOLISM,3,-,8,9
062501 ROCKY MOUNTAIN DIALYSIS (FMC),062501,-,4600 HALE PKWY STE 120,DENVER,CO,80220,15,MINERAL METABOLISM,10,-,8,9
062502 LAKEWOOD DIALYSIS (DVA),062502,-,1750 PIERCE ST,LAKEWOOD,CO,80214,15,MINERAL METABOLISM,9,-,8,9
062505 NORTHERN COLORADO KIDNEY CENTER (FMC),062505,-,2107 S. TIMBERLINE RD,FORT COLLINS,CO,80525,15,MINERAL METABOLISM,9,-,8,9
062507 PIKES PEAK DIALYSIS CENTER (DVA),062507,-,2002 LELARAY ST STE 130,COLORADO SPRINGS,CO,80909,15,MINERAL METABOLISM,10,-,8,9
062510 GREELEY DIALYSIS (FMC),062510,-,2343 W 27TH ST STE 503,GREELEY,CO,80634,15,MINERAL METABOLISM,10,-,8,9
062511 THORNTON DIALYSIS (DVA),062511,-,8800 FOX DR,THORNTON,CO,80260,15,MINERAL METABOLISM,7,-,8,9
062514 AURORA DIALYSIS (DVA),062514,-,1411 S POTOMAC ST STE 100,AURORA,CO,80012,15,MINERAL METABOLISM,10,-,8,9
062516 WESTMINSTER DIALYSIS (DVA),062516,-,9053 HARLAN ST STE 90,WESTMINSTER,CO,80030,15,MINERAL METABOLISM,9,-,8,9
062517 BOULDER DIALYSIS (DVA),062517,-,2880 FOLSOM ST STE 110,BOULDER,CO,80304,15,MINERAL METABOLISM,9,-,8,9
062518 SOUTH DENVER DIALYSIS (DVA),062518,-,850 E HARVARD AVE STE 60,DENVER,CO,80210,15,MINERAL METABOLISM,10,-,8,9
062519 LITTLETON DIALYSIS (DVA),062519,-,209 W COUNTY LINE RD,LITTLETON,CO,80129,15,MINERAL METABOLISM,7,-,8,9
062520 PUEBLO DIALYSIS (FMC),062520,-,41 MONTEBELLO RD STE 102,PUEBLO,CO,81001,15,MINERAL METABOLISM,9,-,8,9
062521 ARVADA DIALYSIS CENTER (DVA),062521,-,9950 W 80TH AVE STE 25,ARVADA,CO,80005,15,MINERAL METABOLISM,9,-,8,9
062522 CANON CITY DIALYSIS (FMC),062522,-,2245 FREMONT DR,CANON CITY,CO,81212,15,MINERAL METABOLISM,10,-,8,9
062523 LOVELAND DIALYSIS (FMC),062523,-,2940 GINNALA DR,LOVELAND,CO,80538,15,MINERAL METABOLISM,10,-,8,9
062524 PRINTERS PLACE DIALYSIS CENTER (DVA),062524,-,2802  INTERNATIONAL CIR,COLORADO SPRINGS,CO,80910,15,MINERAL METABOLISM,10,-,8,9
062525 LA JUNTA DIALYSIS (FMC),062525,-,1116 CARSON AVE,LA JUNTA,CO,81050,15,MINERAL METABOLISM,10,-,8,9
062526 WALSENBURG DIALYSIS (FMC),062526,-,23450 HIGHWAY 160,WALSENBURG,CO,81089,15,MINERAL METABOLISM,10,-,8,9
062527 CENTRAL DENVER DIALYSIS (FMC),062527,-,765 S BROADWAY,DENVER,CO,80209,15,MINERAL METABOLISM,9,-,8,9
062528 FOUR CORNERS DIALYSIS CLINIC CORTEZ (DVA),062528,-,610 E MAIN STE C,CORTEZ,CO,81321,15,MINERAL METABOLISM,6,-,8,9
062529 LOWRY DIALYSIS CENTER (DVA),062529,-,7465 E 1ST AVE STE A,DENVER,CO,80230,15,MINERAL METABOLISM,10,-,8,9
062530 MONTROSE DIALYSIS (DCI),062530,-,846 SOUTH 5TH STREET,MONTROSE,CO,81401,15,MINERAL METABOLISM,6,-,8,9
062531 ENGLEWOOD DIALYSIS (DVA),062531,-,3247 S LINCOLN ST,ENGLEWOOD,CO,80110,15,MINERAL METABOLISM,8,-,8,9
062533 COMMERCE CITY DIALYSIS (DVA),062533,-,6320 HOLLY ST,COMMERCE CITY,CO,80022,15,MINERAL METABOLISM,8,-,8,9
062534 LONGMONT DIALYSIS (DVA),062534,-,1715 IRON HORSE DR STE 170,LONGMONT,CO,80501,15,MINERAL METABOLISM,8,-,8,9
062535 LAKEWOOD CROSSING DIALYSIS (DVA),062535,-,1057 S WADSWORTH BLVD STE 100,LAKEWOOD,CO,80226,15,MINERAL METABOLISM,10,-,8,9
062536 LAMAR DIALYSIS (FMC),062536,-,108 WEST LEE AVE,LAMAR,CO,81052,15,MINERAL METABOLISM,9,-,8,9
062537 PUEBLO SOUTH DIALYSIS (FMC),062537,-,3426 LAKE AVENUE STE 110,PUEBLO,CO,81004,15,MINERAL METABOLISM,10,-,8,9
062538 GRAND JUNCTION DIALYSIS (DCI),062538,-,2748 CROSSROADS BLVD,GRAND JUNCTION,CO,81506,15,MINERAL METABOLISM,9,-,8,9
062540 EAST AURORA DIALYSIS (DVA),062540,-,482 S CHAMBERS RD,AURORA,CO,80017,15,MINERAL METABOLISM,10,-,8,9
062541 MILE HIGH PD (DVA),062541,-,1750 PIERCE ST STE A,LAKEWOOD,CO,80214,15,MINERAL METABOLISM,5,-,8,9
062542 BRIGHTON DIALYSIS (DVA),062542,-,4700 E BROMLEY LN STE 103,BRIGHTON,CO,80601,15,MINERAL METABOLISM,10,-,8,9
062543 LONETREE DIALYSIS (DVA),062543,-,9777  PYRAMID CT STE 140,ENGLEWOOD,CO,80112,15,MINERAL METABOLISM,8,-,8,9
062544 BELCARO DIALYSIS (DVA),062544,-,755 S COLORADO BLVD,DENVER,CO,80246,15,MINERAL METABOLISM,9,-,8,9
062545 AURORA DIALYSIS (FMC),062545,-,962 POTOMAC CIR,AURORA,CO,80011,15,MINERAL METABOLISM,10,-,8,9
062546 DENVER DIALYSIS (DVA),062546,-,2900 DOWNING ST STE C,DENVER,CO,80205,15,MINERAL METABOLISM,6,-,8,9
062547 DURANGO DIALYSIS CENTER (DVA),062547,-,72 SUTTLE ST STE D,DURANGO,CO,81301,15,MINERAL METABOLISM,8,-,8,9
062548 STAPLETON DIALYSIS (FMC),062548,-,7606 E 36TH AVE,DENVER,CO,80238,15,MINERAL METABOLISM,10,-,8,9
062550 ALAMOSA DIALYSIS (DVA),062550,-,612 DEL SOL DR,ALAMOSA,CO,81101,15,MINERAL METABOLISM,10,-,8,9
062553 GRAND JUNCTION DIALYSIS CENTER (DVA),062553,-,710 WELLINGTON AVE STE 20,GRAND JUNCTION,CO,81501,15,MINERAL METABOLISM,9,-,8,9
062554 KIDNEY CENTER OF ARVADA (ARA),062554,-,5265 VANCE ST,ARVADA,CO,80002,15,MINERAL METABOLISM,8,-,8,9
062555 KIDNEY CENTER OF LAFAYETTE (ARA),062555,-,2655 CRESCENT DR STE C,LAFAYETTE,CO,80026,15,MINERAL METABOLISM,10,-,8,9
062556 KIDNEY CENTER OF LAKEWOOD (ARA),062556,-,6166 W ALAMEDA AVE,DENVER,CO,80226,15,MINERAL METABOLISM,8,-,8,9
062557 KIDNEY CENTER OF LONGMONT (ARA),062557,-,1960 KEN PRATT BLVD STE A,LONGMONT,CO,80501,15,MINERAL METABOLISM,9,-,8,9
062558 KIDNEY CENTER OF WESTMINSTER (ARA),062558,-,8410 DECATUR ST STE 200,WESTMINSTER,CO,80031,15,MINERAL METABOLISM,8,-,8,9
062559 NORTH METRO DENVER DIALYSIS (DVA),062559,-,12365 HURON ST STE 500,WESTMINSTER,CO,80234,15,MINERAL METABOLISM,8,-,8,9
062560 LIBERTY DIALYSIS - PUEBLO,062560,-,850 EAGLERIDGE BLVD,PUEBLO,CO,81008,15,MINERAL METABOLISM,8,-,8,9
062561 NORTH COLORADO SPRINGS DIALYSIS (DVA),062561,-,6071 E WOODMEN RD STE 100/120,COLORADO SPRINGS,CO,80923,15,MINERAL METABOLISM,9,-,8,9
062562 PARKER DIALYSIS (DVA),062562,-,10371 S PARK GLENN WAY STE 180,PARKER,CO,80138,15,MINERAL METABOLISM,5,-,8,9
062563 LIBERTY DIALYSIS - COLORADO SPRINGS NORTH (FMC),062563,-,2180 HOLLOWBROOK DR,COLORADO SPRINGS,CO,80918,15,MINERAL METABOLISM,8,-,8,9
062564 LIBERTY DIALYSIS - COLORADO SPRINGS SOUTH (FMC),062564,-,2508 AIRPORT RD,COLORADO SPRINGS,CO,80909,15,MINERAL METABOLISM,10,-,8,9
062566 LIBERTY DIALYSIS COLORADO SPRINGS CENTRAL (FMC),062566,-,1910 E LELARAY ST,COLORADO SPRINGS,CO,80909,15,MINERAL METABOLISM,10,-,8,9
062567 MESA COUNTY DIALYSIS (DVA),062567,-,561 25 ROAD STE D,GRAND JUNCTION,CO,81505,15,MINERAL METABOLISM,3,-,8,9
062568 PUEBLO WEST DIALYSIS (FMC),062568,-,73 N ASPEN SKI WAY,PUEBLO WEST,CO,81007,15,MINERAL METABOLISM,10,-,8,9
062569 BLACK CANYON DIALYSIS (DVA),062569,-,3421 S RIO GRANDE STE D,MONTROSE,CO,81401,15,MINERAL METABOLISM,9,-,8,9
062570 KIDNEY CENTER OF BEAR CREEK (ARA),062570,-,11058 WEST JEWELL AVE,LAKEWOOD,CO,80232,15,MINERAL METABOLISM,9,-,8,9
062571 THORNTON KIDNEY CENTER LLC  (ARA),062571,-,8451 PEARL STREET,THORNTON,CO,80229,15,MINERAL METABOLISM,7,-,8,9
062572 SOUTHWEST DENVER DIALYSIS (DVA),062572,-,8601 W CROSS DR SUITE C2,DENVER,CO,80123,15,MINERAL METABOLISM,2,-,8,9
062573 KIDNEY CENTER ON MAIN (ARA),062573,-,2144 MAIN ST STE 2,LONGMONT,CO,80501,15,MINERAL METABOLISM,10,-,8,9
062574 RED HAWK DIALYSIS (DVA),062574,-,4348 WOODLAND BLVD STE 131,CASTLE ROCK,CO,80104,15,MINERAL METABOLISM,10,-,8,9
062575 PAVILION DIALYSIS (FMC),062575,-,723 DELAWARE ST #M105,DENVER,CO,80204,15,MINERAL METABOLISM,9,-,8,9
062576 SABLE DIALYSIS (DVA),062576,-,509 N SABLE BLVD,AURORA,CO,80011,15,MINERAL METABOLISM,3,-,8,9
062577 NORTHEASTERN COLORADO DIALYSIS (DVA),062577,-,603 HOLLY DRIVE,STERLING,CO,80751,15,MINERAL METABOLISM,10,-,8,9
062578 -  WEST HAMPDEN DIALYSIS (FMC),062578,-,750 WEST HAMPDEN AVE #110,ENGLEWOOD,CO,80110,15,MINERAL METABOLISM,8,-,8,9
062579 - LOVELAND CENTRAL DIALYSIS (DVA),062579,-,1453 N DENVER AVE,LOVELAND,CO,80538,15,MINERAL METABOLISM,8,-,8,9
062580 NORTHERN COLORADO HOME THERAPY DIALYSIS (FMC),062580,-,5285 MCWHINNEY BLVD #190,LOVELAND,CO,80538,15,MINERAL METABOLISM,7,-,8,9
062581 KIDNEY CENTER OF NORTHRIDGE (ARA),062581,-,"1865 W 121ST AVE, STE 300C",WESTMINSTER,CO,80234,15,MINERAL METABOLISM,7,-,8,9
062582 - WEST LAKEWOOD DIALYSIS CENTER (DVA),062582,-,"11700 W 2ND PL, STE 325",LAKEWOOD,CO,80228,15,MINERAL METABOLISM,7,-,8,9
062583 PARKER KIDNEY CENTER (ARA),062583,-,18320 E COTTONWOOD DR STE C,PARKER,CO,80138,15,MINERAL METABOLISM,10,-,8,9
062584 SOUTH DENVER DIALYSIS (FMC),062584,-,3410 S GALENA ST SUITE 100,DENVER,CO,80231,15,MINERAL METABOLISM,8,-,8,9
062585 NORTH GREELEY DIALYSIS (FMC),062585,-,1212 9TH ST,GREELEY,CO,80631,15,MINERAL METABOLISM,10,-,8,9
062586 GREELEY DIALYSIS (DVA),062586,-,2812 W 10TH ST,GREELEY,CO,80634,15,MINERAL METABOLISM,6,-,8,9
062587 KIDNEY CENTER OF WHEAT RIDGE (ARA),062587,-,6920 W 38TH AVE,WHEAT RIDGE,CO,80033,15,MINERAL METABOLISM,10,-,8,9
062588-FORT COLLINS DIALYSIS,062588,-,1601 PROSPECT PARKWAY SUITE 180,FORT COLLINS,CO,80525,15,MINERAL METABOLISM,No Score,"1, 2",8,9
062589-KIDNEY CENTER OF THE ROCKIES,062589,-,50 BUCK CREEK ROAD SUITE 110,AVON,CO,81620,15,MINERAL METABOLISM,No Score,"1, 2",8,9
062590-KIDNEY CENTER OF FREDERICK,062590,-,5992 IRIS PARKWAY,LONGMONT,CO,80504,15,MINERAL METABOLISM,No Score,"1, 2",8,9
HARTFORD HOSPITAL,072307,070025,"80 SEYMOUR STREET, JB8",HARTFORD,CT,06102,1,MINERAL METABOLISM,10,-,9,9
NEW BRITAIN GENERAL HOSPITAL,072310,070035,DIALYSIS UNIT 100 GRAND STREET,NEW BRITAIN,CT,06050,1,MINERAL METABOLISM,10,-,9,9
BRIDGEPORT DIALYSIS,072501,-,900 MADISON AVENUE,BRIDGEPORT,CT,06606,1,MINERAL METABOLISM,10,-,9,9
NEW HAVEN HOME DIALYSIS,072503,-,136 SHERMAN AVENUE SUITE 206,NEW HAVEN,CT,06511,1,MINERAL METABOLISM,6,-,9,9
STAMFORD DIALYSIS,072504,-,30 COMMERCE ROAD,STAMFORD,CT,06902,1,MINERAL METABOLISM,9,-,9,9
DIALYSIS CENTER OF NEWINGTON,072505,-,375 WILLARD AVENUE,NEWINGTON,CT,06111,1,MINERAL METABOLISM,10,-,9,9
ENFIELD DIALYSIS CENTER,072506,-,113 ELM STREET,ENFIELD,CT,06082,1,MINERAL METABOLISM,10,-,9,9
NEW HAVEN DIALYSIS,072507,-,15 CENTER STREET,NEW HAVEN,CT,06510,1,MINERAL METABOLISM,6,-,9,9
CENTRAL CT DIALYSIS CENTER,072508,-,377 RESEARCH PARKWAY,MERIDEN,CT,06450,1,MINERAL METABOLISM,8,-,9,9
EAST HARTFORD DIALYSIS CENTER,072509,-,200 PITKIN STREET,EAST HARTFORD,CT,06108,1,MINERAL METABOLISM,10,-,9,9
SHELTON DIALYSIS,072510,-,750 BRIDGEPORT AVENUE,SHELTON,CT,06484,1,MINERAL METABOLISM,10,-,9,9
GREATER WATERBURY DAVITA DIALYSIS,072511,-,209 HIGHLAND AVENUE,WATERBURY,CT,06708,1,MINERAL METABOLISM,10,-,9,9
ST. RAPHAEL DIALYSIS CENTER - NEW HAVEN,072512,-,DIALYSIS UNIT 137 WATER STREET,NEW HAVEN,CT,06511,1,MINERAL METABOLISM,10,-,9,9
MILFORD DIALYSIS,072514,-,470 BRIDGEPORT AVENUE,MILFORD,CT,06460,1,MINERAL METABOLISM,10,-,9,9
NEW LONDON DIALYSIS,072515,-,5 SHAW'S COVE SUITE 100,NEW LONDON,CT,06320,1,MINERAL METABOLISM,10,-,9,9
HARTFORD DIALYSIS,072516,-,675 TOWER AVENUE,HARTFORD,CT,06112,1,MINERAL METABOLISM,10,-,9,9
BRANFORD DIALYSIS,072517,-,249 WEST MAIN STREET,BRANFORD,CT,06405,1,MINERAL METABOLISM,10,-,9,9
"PHYSICIANS DIALYSIS INC., - ROCKY HILL",072518,-,30 WATERCHASE DRIVE,ROCKY HILL,CT,06067,1,MINERAL METABOLISM,8,-,9,9
UCONN DIALYSIS CENTER,072519,-,230 FARMINGTON AVENUE,FARMINGTON,CT,06032,1,MINERAL METABOLISM,10,-,9,9
NORWICH DIALYSIS,072520,-,113 SALEM TURNPIKE,NORWICH,CT,06360,1,MINERAL METABOLISM,10,-,9,9
SOUTH NORWALK DIALYSIS,072521,-,31 STEVENS STREET,NORWALK,CT,06856,1,MINERAL METABOLISM,9,-,9,9
SHORELINE DIALYSIS CENTER,072522,-,34 EAST INDUSTRIAL ROAD,BRANFORD,CT,06405,1,MINERAL METABOLISM,10,-,9,9
TORRINGTON DIALYSIS,072523,-,"C/O JOSEPH MARCANTONIO KIDNEY CENTER 780 LITCHFIELD STREET, SUITE 100",TORRINGTON,CT,06790,1,MINERAL METABOLISM,9,-,9,9
"MIDDLESEX DIALYSIS CENTER, LLC.",072524,-,"100 MAIN STREET, SUITE A",MIDDLETOWN,CT,06457,1,MINERAL METABOLISM,10,-,9,9
FMC DIALYSIS SERVICES FORESTVILLE,072527,-,135 MIDDLE STREET,BRISTOL,CT,06010,1,MINERAL METABOLISM,9,-,9,9
BLOOMFIELD DIALYSIS,072528,-,29 GRIFFIN ROAD SOUTH,BLOOMFIELD,CT,06002,1,MINERAL METABOLISM,8,-,9,9
VERNON DIALYSIS CENTER,072529,-,460 HARTFORD TURNPIKE,VERNON ROCKVILLE,CT,06066,1,MINERAL METABOLISM,9,-,9,9
WINDHAM DIALYSIS CENTER,072530,-,375-C TUCKIE ROAD,NORTH WINDHAM,CT,06256,1,MINERAL METABOLISM,10,-,9,9
U.S.RENAL CARE NORTH HAVEN DIALYSIS,072532,-,510 WASHINGTON AVENUE,NORTH HAVEN,CT,06473,1,MINERAL METABOLISM,10,-,9,9
DAVITA WATERBURY HEIGHTS DIALYSIS,072533,-,150 MATTATUCK HEIGHTS,WATERBURY,CT,06705,1,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE OF SOUTHINGTON,072534,-,341 WEST STREET,PLANTSVILLE,CT,06479,1,MINERAL METABOLISM,8,-,9,9
BLACK ROCK DIALYSIS,072535,-,427 STILLSON RD,FAIRFIELD,CT,06824,1,MINERAL METABOLISM,10,-,9,9
FRESENIUS MEDICAL CARE OF FAIRFIELD,072536,-,500 KINGS HWY,FAIRFIELD,CT,06825,1,MINERAL METABOLISM,10,-,9,9
NORTH HAVEN DIALYSIS CENTER,072537,-,266 STATE STREET SUITE 2,NORTH HAVEN,CT,06473,1,MINERAL METABOLISM,10,-,9,9
MANCHESTER DIALYSIS CENTER,072538,-,319 MAIN STREET,MANCHESTER,CT,06040,1,MINERAL METABOLISM,10,-,9,9
U.S.RENAL CARE ORANGE DIALYSIS,072539,-,"240 INDIAN RIVER RD, SUITE D",ORANGE,CT,06477,1,MINERAL METABOLISM,10,-,9,9
FMC OF WESTERN HARTFORD,072540,-,"725 PARK AVENUE,",BLOOMFIELD,CT,06002,1,MINERAL METABOLISM,10,-,9,9
WILLARD AVENUE DIALYSIS,072541,-,445E WILLARD AVENUE,NEWINGTON,CT,06111,1,MINERAL METABOLISM,9,-,9,9
COMPREHENSIVE DIALYSIS CARE LLC,072542,-,61 POMEROY AVE. BUILDING A,MERIDEN,CT,06450,1,MINERAL METABOLISM,10,-,9,9
HAMDEN DIALYSIS,072543,-,3000 DIXWELL AVENUE SUITE 100,HAMDEN,CT,06518,1,MINERAL METABOLISM,8,-,9,9
DANBURY DIALYSIS CENTER,072544,-,111 OSBORNE STREET SUITE 211,DANBURY,CT,06810,1,MINERAL METABOLISM,10,-,9,9
FARMINGTON DIALYSIS,072545,-,"11 SOUTH RD, SUITE 110",FARMINGTON,CT,06032,1,MINERAL METABOLISM,7,-,9,9
U.S.RENAL CARE BRANFORD DIALYSIS,072546,-,322 EAST MAIN STREET SUITE 1A,BRANFORD,CT,06405,1,MINERAL METABOLISM,10,-,9,9
